,Url,Alt. namn,Adress,Namn
847,Visa/stockholms-stads-ungdomsledarinstitut/5d584c16-ae73-414b-a4be-a0d4dac7cd10,Ungdomsledarinstitutet (ULI),,Stockholms stads ungdomsledarinstitut
848,Visa/rydbergs-praktiska-sjomansskola/59243e1d-ee66-4923-96e7-a104982055a4,Praktiska sjömansskolan,"Riddargatan 5
Alberget 4B 1897",Rydbergs praktiska sjömansskola
849,Visa/kungsholms-privata-elementarskola-for-flickor-och-gossar/e9dd420b-11f9-4c43-923f-a11300ef0f86,Privata elementarskolan å Kungsholmen för flickor och gossar,"Kungsholmsgatan 10 1897
Kungsholmsgatan 18 - Scheelegatan 16",Kungsholms privata elementarskola för flickor och gossar
850,Visa/skarpatorpsskolan-fd-skarpabyskolan/7056d5b1-c04d-4b61-885b-a11d650763a5,Skarpabyskolan,Uppvindsgatan 1,"Skarpatorpsskolan, fd Skarpabyskolan"
851,Visa/drottning-blankas-gymnasieskola-sodra/d057da58-80ed-4d25-9d58-a1c50c679d8b,Drottning Blankas gymnasieskola / DBGY Stockholm södra,Fyrvaktarkroken 13,Drottning Blankas gymnasieskola Södra
852,Visa/bromma-kommunala-flickskola/1f42e493-a961-475c-96ab-a1d7f44cf7a9,,Alviksvägen 97,Bromma kommunala flickskola
853,Visa/kf-gymnasiet/24ee4623-32ee-4daf-beb1-a2294af78f89,Konsumentföreningen Stockholms gymnasium,se Historik mm !,KF gymnasiet
854,Visa/kungsholms-skolrad/c20f28c8-40ca-48c6-8207-a23e4ca92e48,Kungsholmens församlings skolråd,,Kungsholms skolråd
855,Visa/malarhojdens-skola/7c24c2c4-660a-42c4-8b1f-a24b2cbbcbed,Mälarhöjdens folkskola,Lugntorpsvägen 2,Mälarhöjdens skola
856,Visa/magelungsskolan/f01ba674-727d-4854-a2f8-a2718b2754da,,Ullerudsbacken 39,Magelungsskolan
857,Visa/reymersholms-folkskola/d5ce7cca-d035-4bc2-a1ef-a2d2f0f19875,Reymersholms småskola / Charlottenburgs småskola / Reimersholme,,Reymersholms folkskola
858,Visa/stockholms-stads-handelsrealskola/98e8fb85-fdda-4e53-b8b9-a2f465cc05a5,Eriksdals handelsrealskola / Stockholms stads handelsmellanskola / Handelsrealskolan / Handelsrealskolans fackskola / Stockholms högre folkskola för handelsutbildning,se Historik mm !,Stockholms stads handelsrealskola
859,Visa/grevesmhlska-samskolan--1814-1940/381147fb-ad08-4c90-b13c-a31bca0a3765,Grevesmühlska skolan / Jakob och Johannes fri- och fattigskola,se Historik mm !,Grevesmühlska samskolan  1814-1940
860,Visa/nalstaskolan/960526cc-8a9a-40ab-aba3-a3330ef8dccc,,Trolle Bondes gata,Nälstaskolan
861,Visa/hammarbyskolan-sodra/fffd16cb-fd69-4bfd-a2e2-a384c8730f8f,Hammarby södra / Nytorpsskolan,Paternostervägen 18-22,Hammarbyskolan södra
862,Visa/ostermalms-smabarnsskola/a1bfb64e-c298-484f-85de-a3a3b540f5e4,,1925 anges Grevturegatan 44,Östermalms småbarnsskola
863,Visa/fogelstromska-gymnasiet/0a2a198a-6b47-4d07-b2a4-a3ca72a62ba5,Zinkendamms gymnasium,Hornsgatan 93,Fogelströmska gymnasiet
864,Visa/ballstalunds-skola/d8aa89ba-4300-4951-b5de-a3e5f30e99c1,Bällstalunds folkskola / Bällstalundsskolan,Bällstavägen,Bällstalunds skola
865,Visa/mbc-skolan-alvsjo/5d28e625-7e8f-4dc8-9e0f-a3f3fe17a769,,Solberga hagväg 4,MBC-skolan Älvsjö
866,Visa/kedjeboskolan/7a32eb30-671e-49ff-a719-a4a97660048b,Kedjebo lägerskola / Kedjebo internatskola,"Kedjebo gård, Fagersta",Kedjeboskolan
867,Visa/matteus-odro-1906-1991/06376fca-6e0a-4e2c-8cb2-a4e41cd95313,"Matteus öd 1906-1946 
Gustav Vasa och Matteus öd 1946-1955 
Matteus öd/ro 1955-1991",,Matteus öd/ro 1906-1991
868,Visa/katarina-sodra-skola/ad58c32c-493f-4e83-9fa9-a4fb5c81556d,Katarina södra folkskola,Katarina Bangata 41,Katarina södra skola
869,Visa/maria-elementarskola/c8f23f00-1a86-4169-9b4a-a50b134484f0,"Maria förberedande elementarskola för gossar (""Smöris"")","1885-1903  S:t Paulsgatan 21 (van der Nootska palatset)
1903-xxx    Ragvaldsgatan 16
xxxx-1933 S:t Paulsgatan 6(C)
1933-        Fredmansgatan 1(-3)",Maria elementarskola
870,Visa/fagelsangens-folkskola/548bcaf9-f0d1-48e5-9c33-a533d1a12823,,,Fågelsångens folkskola
871,Visa/normalskolan/44dec62e-4512-442c-8e78-a54fa19c2837,Normalskolor,,Normalskolan
872,Visa/vastertorps-gymnasium/2f5a4901-9512-480c-a2e5-a5542a9b6658,Västertorps läroverk / Försöksgymnasiet i Västertorp,Skridskovägen 1-9,Västertorps gymnasium
873,Visa/svea/25c01ad4-2dad-4d7e-bf2c-a56dea61e689,,,SVEA
874,Visa/askebyskolan-grundsarskola/573490ae-0b52-4246-9372-a57d2aec7a1e,,Askebykroken 22,Askebyskolan grundsärskola
875,Visa/tjejforum-resursskola/959b3927-5779-48b4-b5c7-a59abdc53e45,Tjejforum (X-ist) (skoldaghem),"1996-1999 Kungsgatan 65 (Kvinnoforum)
1999-2004 Fatburs Brunnsgata 26 (24-26)
2004-2007 Flygargatan 7
2007-     Hammarby fabriksväg 21B",Tjejforum resursskola
876,Visa/norrmalms-enskilda-laroverk/a5b1b35e-fbcf-4c82-a206-a59abe6e4b10,Norrmalms nya realskola,"1925 anges Klara västra kyrkogata 12
1938 anges Vallingatan 12",Norrmalms enskilda läroverk
877,Visa/vasa-hogre-flickskola--/25ffd249-2bb0-4a6a-8456-a5b19b83510f,Afzelii elementarskola för flickor / Matilda Molls skola / Afzelii skola,"1888-1903 Humlegårdsgatan 29 
1903-1922 Biblioteksgatan 32
1915-1928 Floragatan 18 ??
1930-1939 Hälsingegatan 2 (nyuppförd skolbyggnad i hörnet Odengatan/Hälsingegatan)",Vasa högre flickskola
878,Visa/internationella-engelska-skolan-i-bromma/e82e4b7e-d1d8-4505-9196-a60056993d0f,Internationella Engelska Skolan / IES Bromma / Internationella Engelska Skolan Bromma,Riksbyvägen 48 (40-48),Internationella Engelska Skolan i Bromma
879,Visa/algryte-ro--1965-1977/1824f0e6-9ebd-4914-86bb-a63ffe27b54c,,,Ålgryte ro  1965-1977
880,Visa/holmskolan/c231a4ae-0e24-4414-81df-a68865076498,,Nidarosgatan 12,Holmskolan
881,Visa/sofia-skolasofia-distans/2392d669-24c7-4f39-a9db-a81de3f5efe6,Sofiaskolan 2 1910- / Sofia folkskola,Skånegatan 117,Sofia skola/Sofia Distans
882,Visa/enskede-gymnasium/154e391d-5c90-42a8-a1cb-a823d3a6efb5,Högre allmänna läroverket i Enskede / Samrealskolan i Enskede,se Historik mm !,Enskede gymnasium
883,Visa/kvarnby-ro--1976-1990/3e631d51-e626-4550-bc95-a854ee7430ad,,,Kvarnby ro  1976-1990
884,Visa/master-olofsgarden/445e8b26-573f-4891-b38a-a878b62d2144,,Stortorget 7,Mäster Olofsgården
885,Visa/so-danielssons-skola/02da1bb3-48bf-404d-843d-a88af620342b,,Fatbursbrunnsgatan 6  1871,S.O. Danielssons skola
886,Visa/jensen-grundskola-langholmen/b30c28a5-5e1d-4f77-8fb6-a8a59da40352,,Alstaviksvägen 21,Jensen grundskola Långholmen
887,Visa/appelvikens-ro--1968-1991/ee928b11-a8fa-4855-8c44-a8af22dbfaa2,,,Äppelvikens ro  1968-1991
888,Visa/teleskolan/c936a5bd-d291-4847-971f-a8cb264e1b8f,,,Teleskolan
889,Visa/judiska-hogstadiet/de2f05f9-4c19-4acc-a087-a8e66f8d9931,,,Judiska högstadiet
890,Visa/sodermalmsskolans-ro--1968-1971/c8bff843-e3c5-4e57-ba81-a8f843b638d8,,,Södermalmsskolans ro  1968-1971
891,Visa/jensen-grundskola-vasastan/bbe1e5a1-646b-4463-a29f-a9120dee46cb,JENSEN / Jensen grundskola Gärdet / Jensen grundskola Östra,Karlbergsvägen 77,Jensen grundskola Vasastan
892,Visa/stockholms-musikskola/30a03ae4-12a5-4439-8f98-a93d77bd4332,,,Stockholms Musikskola
893,Visa/kyrkskolan-i-alvsjo/d4994051-b6af-422a-b081-a97eadfe5423,Brännkyrka folkskola / Brännkyrka sockenskola,se Historik mm !,Kyrkskolan i Älvsjö
894,Visa/anna-whitlocks-flickskola/43421d2f-f563-40bc-89a5-a9a0413d0d32,,,Anna Whitlocks flickskola
895,Visa/internationella-engelska-skolan-i-arsta/85148d98-6de3-44d4-996a-a9f75e860104,IES Årsta,Sköntorpsvägen 27-31,Internationella Engelska skolan i Årsta
896,Visa/kulturskolan/d174d8ad-9a97-45ef-9e6c-aa1784deed81,,,Kulturskolan
897,Visa/kindergarten--lekskola/57539435-1bf6-48ab-94d1-aa281a5526a7,,,Kindergarten / Lekskola
898,Visa/stockholms-skoldistriktsnamnder/619a8493-803b-4eef-8f3b-aa2cab14ab40,,,Stockholms skoldistriktsnämnder
899,Visa/norra-djurgardsgymnasiet/1445be71-b964-47ba-8351-aa2e74da70de,,Rålambsvägen 26A,Norra Djurgårdsgymnasiet
900,Visa/distra-resursenhet-city/9b51dd16-0eb2-46cf-8529-aa6c0a9a1b24,Distra resursskola city,"2009-2010 Fatburs Brunnsgata 19
2010-2011 Magnus Ladulåsgatan 3
2011-     Fatburs Brunnsgata 17",Distra resursenhet city
901,Visa/ukd-gymnasiet-i-stockholm/e3708c5a-7c56-43ed-9cf9-aa8e4ef4dd45,UKD-gymnasiet i Stockholm,se Historik mm !,UKD Gymnasiet i Stockholm
902,Visa/ragsveds-ro--1959-1991/5264df18-75a2-4e8f-8b4f-aaa3e546fb25,,,Rågsveds ro  1959-1991
903,Visa/montessori-mondial-kista/62a0beb6-fb25-4e41-bdc6-aaff4ce1d17c,Kista Montessoriskola,Kastrupgatan 15,Montessori Mondial Kista
904,Visa/oxhagsskolan/ffeb40b5-021a-467e-a949-ab0db01fb3dd,(Oxhagsskolans grundsärskola),Helsingforsgatan 4,Oxhagsskolan
905,Visa/stortorps-folkskola/63aeb56f-d8ce-4312-86dd-ab24909a7c93,,,Stortorps folkskola
906,Visa/kyrkskola--barnskola--malmskola/b398ea8c-b81b-4646-b22b-ab5546f67d88,,,Kyrkskola / Barnskola / Malmskola
907,Visa/norra-latins-vuxengymnasium--1969-1983/55bcdb63-7c51-4e66-bca1-ab99e5bc84bb,,,Norra Latins vuxengymnasium  1969-1983
908,Visa/klara-forsamlings-fri--och-fattigskola-for-flickor/252050c1-c6c7-4359-b1e9-ab9dd184c074,Klara församlings skola för fattiga flickor / Hülpherska skolan / Hylpherska skolan / Klara fri- och fattigskola för flickor,se Historik mm!,Klara församlings fri- och fattigskola för flickor
909,Visa/ostra-reals-vuxengymnasium/6406e56b-0d0c-49ef-a194-abad21beee64,,,Östra reals vuxengymnasium
910,Visa/sjomansskolan/d7cdc760-4aa0-4e13-b59d-ac70f08dfae0,"Polfors, skolfartyg / Sjömansutbildning / Sjömansskolan i Stockholm / Stockholms stads sjömansskola",Mälarvarvsbacken 2-4,Sjömansskolan
911,Visa/klara-forsamlings-skolrad/cc6b0f06-9f4e-45b4-bbb5-ac84c13da7af,,,Klara församlings skolråd
912,Visa/ulvsundaskolan/c4014f8c-2d97-42ed-9b90-ace21fb91e45,,Johannesfredsvägen 43-45,Ulvsundaskolan
913,Visa/framnasskolan/fe66b857-8b50-4227-973a-acf42162d0fe,,Danderydsvägen 6 (Djursholm),Framnässkolan
914,Visa/lindeparken-gymnasiesarskola/85bf552e-a22a-4391-b581-acf7dee78a31,Lindeparkens yrkessärskola,"-2013 Skjulvägen 1
2013- Bredholmstorget 4(adressen Ekholmsvägen 80 har även angetts)",Lindeparken gymnasiesärskola
915,Visa/amu-center-tumba/2900b112-b2c7-47cc-b425-ad34303c750f,,,AMU-center Tumba
916,Visa/oxtorget/3a239b37-d9d3-4ddc-839d-adcec9471a24,,Oxtorget,Oxtorget
917,Visa/ostbergaskolan/e97913bf-ad7c-43bd-a686-ae02d98ad561,,Östbergabackarna 51-57,Östbergaskolan
918,Visa/stockholm-international-academy-vallingby/ed966382-5d88-4039-9385-ae45836c93df,,Siktgatan 2 ?,Stockholm International Academy Vällingby
919,Visa/viggbyholmsskolan/b54bca04-1f8a-488a-84c9-aeecf89cc7bf,Stiftelsen Viggbyholmsskolan,Täby,Viggbyholmsskolan
920,Visa/lilla-akademien/9cdb2e17-4b8f-4018-8916-af7918833977,Lilla Akademiens Musikgymnasium / Musikskolan Lilla Akademien AB,Norrtullsgatan 14,Lilla Akademien
921,Visa/backahagens-ro--1961-1991/436e72af-a368-49b6-bcc9-afaafeb6f498,,,Bäckahagens ro  1961-1991
922,Visa/margaretaskolan/64685dd1-cbf8-4f43-a965-afe372502844,Kindergarten och förberedande samskolan / Kindergartenseminariet i Stockholm,"1896-1898 Nybrogatan 33
1898-1914 Kommendörsgatan 25
1914-1939 Stora Bältgatan 5 (eget skolhus). I skolbyggnaden from 1943 Stockholms tekniska institut - se vidare d:o.",Margaretaskolan
923,Visa/sjosaskolan/10bf11c5-1388-48eb-8a9b-b0c3687d7773,,Sjösavägen 4,Sjösaskolan
924,Visa/gallerstaskolan/665e6292-d6f2-4d61-9d8e-b0ce9ac59194,Ormkärrs paviljongskola,Gällerstagränd 15,Gällerstaskolan
925,Visa/slojdskolan-i-spanga/961b74b7-8f86-4a73-a4c5-b0e40bd6ed8d,,,Slöjdskolan i Spånga
926,Visa/maria-skola/2937cceb-1484-44ab-b7aa-b10fbd440d30,Maria lägre elementarläroverk / Södermalms pedagogia / Pedagogien på Södermalm / Maria barnskola / Maria kyrkskola / Maria trivialskola / Maria högre lärdomsskola,se Historik mm !,Maria skola
927,Visa/fruangens-ro--1958-1991/1138ead5-e014-4bfc-8533-b12b960dfcac,,,Fruängens ro  1958-1991
928,Visa/typskola--typskolor/b6793b92-f2fc-4a99-be4b-b12cd6108672,Centrala prov / Standardprov / Nationella prov,,Typskola / Typskolor
929,Visa/vasterholmsskolan/bff430fb-ef88-4024-bfb9-b12ea4743381,,Vårbergsvägen 41-43,Västerholmsskolan
930,Visa/sodertornsskolan/99084040-4b7e-471d-aaf2-b166e488f218,Södertörns skola / Södertörns folkskola / Södertörns villastads folkskola / Farsta skola,Farstavägen (110) / Gamla Ågestavägen,Södertörnsskolan
931,Visa/skattegardsskolan/94bdf9fd-12e5-44fe-9a13-b2043e733c0d,,Skattegårdsvägen 57-59,Skattegårdsskolan
932,Visa/katarina-hogre-laroverk-for-flickor/2faba259-01ef-4a5a-bc44-b20ef21bbf65,,Högbergsgatan 30,Katarina högre läroverk för flickor
933,Visa/rasta-skola/d8ed0935-39d5-49cf-ae45-b22e43d214a4,,,Råsta skola
934,Visa/tyska-skolan-stockholm--tyska-skolans-gymnasium/69899ca4-d5f1-486e-92cf-b29fa22d8686,Tyska skolan Internationell skola / Deutsche Schule Stockholm / Nya tyska skolan / Latinska skolan vid tyska församlingen / Tyska skolan Stockholm gymnasium,Karlavägen 25,Tyska skolan Stockholm / Tyska skolans gymnasium
935,Visa/kampetorpsskolan/03c66bc1-be39-47df-a8f1-b2af8c721763,,Kedjevägen 57,Kämpetorpsskolan
936,Visa/orby-slojdskola/89d7f1b1-70a6-4fb3-9ab9-b31136bf741f,Örby småskola,,Örby slöjdskola
937,Visa/lillholms-ro1--1968-1971/a217cc17-7798-42ce-84cd-b32a954de690,,,Lillholms ro1  1968-1971
938,Visa/stockholms-stads-tekniska-aftonskola-ssta/e29dbd0e-d820-4411-a7f2-b3603337d205,Tekniska aftonskolan,,Stockholms stads tekniska aftonskola (SSTA)
939,Visa/osterholmsskolan--osterholm-rh/0289be0d-c242-472b-a2c9-b3852b437f72,,Ekholmsvägen 41-43,Österholmsskolan / Österholm RH
940,Visa/liljeholmens-skola/d6caab8d-6e2c-4c1e-944b-b3b192c5104c,Liljeholmens folkskola,Liljeholmsvägen 27,Liljeholmens skola
941,Visa/ostermalms-vuxengymnasium/0841e139-68c1-4140-8385-b3cfaab7451c,,"1969-1975 Karlavägen 79 (Östra Reals gymnasium)
1975-1983 expedition Linnégatan 54 (Hedvig Eleonora skola), del av undervisningen i Palmgrenska skolan (med exp. även där).",Östermalms vuxengymnasium
942,Visa/marcusskolan-grundsarskola/0eaf5a35-bd56-4f4b-9fe8-b3f0d4d6f518,Marcusskolan,Rissnavägen 9,"Marcusskolan, grundsärskola"
943,Visa/tallkrogens-odro--1954-1972/092922e8-d7a3-4737-b255-b4042dadb7ba,,,Tallkrogens öd/ro  1954-1972
944,Visa/sjolins-gymnasium-sodermalm/207f5a14-3edf-4467-aee8-b434fa2dc1e8,"Vittragymnasiet Södermalm, L'Estradska",Sandbacksgatan 10,Sjölins gymnasium Södermalm
945,Visa/detthowska-skolan/8d87b071-3b6e-4409-a7d2-b442e5fc94ec,,"1896-1903 Birger Jarlsgatan 27 ??
1903-1913 Birger Jarlsgatan 35
1913-1933 Eriksbergsgatan 10 (nybyggt skolhus)",Detthowska skolan
946,Visa/pysslingskolan-pa-sodermalm/675cb5a9-c7e9-41d7-a3d2-b448d42ab728,,Vintertullstorget 2,Pysslingskolan på Södermalm
947,Visa/enhetsskola/b2a76c2a-d42c-4943-9007-b496213ef87c,,,Enhetsskola
948,Visa/mamsell-ejbells-skola/bf11e7c5-88aa-4070-8571-b4a17d3c4d97,,Barnhusgatan 62  (7 barn),Mamsell Ejbells skola
949,Visa/viktor-rydbergs-skola-vasastan/07ce339b-6fbf-4683-92da-b5a08f7376be,VRS Vasastan,Norrtullsgatan 41-43,Viktor Rydbergs skola Vasastan
950,Visa/cordoba-international-school/320ab07c-90a0-4ada-8087-b5b346705983,Mångården / Mångårdens grundskola / Cordobaskolan / CIS,Kottbygatan 7,Cordoba International School
951,Visa/distra-gymnasium/4b5a0720-5483-4d60-9179-b5bb8950b2cf,DiStra Bygg Gymnasium/Distra byggymnasium,"2011-2014?  Magnus Ladulåsgatan 3 (2012 anges teori på denna adress medan verkstad anges på Ostmästargränd 12)
2015?-      Hallvägen 14
Instrumentvägen 45",Distra gymnasium
952,Visa/nalsta-ro--1964-1985/bd86fb2b-3c71-47bb-83e7-b5e1e0941b3c,,,Nälsta ro  1964-1985
953,Visa/bromma-kyrkskola/a79580a5-f6b6-4942-b195-b69639f4f307,Kyrkskolan,Terserusvägen 3,Bromma kyrkskola
954,Visa/halldins-privatskola/9f708e04-cf97-4fa1-9f00-b6f689fc9536,Åke Halldins skola,1952 anges Luntmakargatan 56,Halldins privatskola
955,Visa/stockholms-statsunderstodda-skolors-ledareforbund/2bd39591-122a-4ae8-ba10-b74231b832c0,,,Stockholms statsunderstödda skolors ledareförbund
956,Visa/frans-schartaus-gymnasium-1952-2013/a8afee18-23eb-4a81-ae4d-b7431e2fd0ec,Frans Schartaus vuxengymnasium,se Historik mm !,Frans Schartaus gymnasium 1952-2013
957,Visa/inbyggd-yrkesskola/55a01694-701a-401f-95f4-b7562785e3be,Inbyggd yrkesutbildning / Arbetsplatsförlagd utbildning,,Inbyggd yrkesskola
958,Visa/blackebergs-gymnasium/c2331a87-3aec-45a0-bec2-b783093fbb26,Högre allmänna läroverket i Blackeberg / Samrealskolan i Blackeberg / Samrealskolan och kommunala gymnasiet i Blackeberg / Högre allmänna läroverket och kommunala gymnasiet i  Blackeberg,Wergelandsgatan 16-24 (Wergelandsgatan 22),Blackebergs gymnasium
959,Visa/bussenhusskolan/b5e2a222-27b4-4a2f-8395-b788d7c1a5ff,,Bussenhusvägen 6,Bussenhusskolan
960,Visa/fryshusets-gymnasium/8efe926c-85b1-43c0-bf70-b7be49d33386,Fryshusets gymnasieskola / Fryshusets kunskapscentrum (FKC),"2001-2005: Hammarby fabriksväg 13
2005-    : Mårtensdalsgatan 2-8",Fryshusets gymnasium
961,Visa/baptisternas-skola/ca96ea13-b571-4600-b7b8-b82f70a590b3,,Malmskillnadsgatan 48D  1868,Baptisternas skola
962,Visa/addes-skola/690bc153-9357-4b62-b87f-b8662ce92dbd,Gerda Addes skola,,Addes skola
963,Visa/vallingby-resursskola/e93a7e17-b82e-4215-947a-b86731eb94e8,"Skapaland resursskola / Vällingby skoldaghem  (""Skapaland"") / Hässelbygårds skoldaghem / Skapaland-Vällingby skoldaghem","1966-1972 Loviselundsvägen 26
1972-2003 Bräckevägen 1-3, (barack vid S:t Jacobi gymnasium)
2003-     Kirunagatan 22-28 (i fd S:t Jacobi gymnasium)",Vällingby resursskola
964,Visa/sundbyskolan/c498b14f-e334-42f6-8168-b8764fccc0ab,,Sundbyvägen 88-98,Sundbyskolan
965,Visa/hogre-allmanna-laroverket-for-flickor-pa-norrmalm/ebc82b8e-8bc5-4d5a-8e0b-b8e9952b09a8,Norra flickläroverket / Stockholms högre allmänna läroverk för flickor,Sveavägen 158,Högre allmänna läroverket för flickor på Norrmalm
966,Visa/stockholms-tekniska-gymnasium/f0f7c52d-3efb-4828-8fa7-b8f9386c570d,,2002-2013 Bältgatan 5,Stockholms tekniska gymnasium
967,Visa/folkskola-allmant/8d4650b0-b294-41f8-961a-b8fd6215b34f,,,Folkskola allmänt
968,Visa/tunnlandsskolan/c6420c78-d797-437c-b91b-b90216db4d7a,,Tunnlandsvägen 1,Tunnlandsskolan
969,Visa/vallingby-folkskola/26817aac-51f5-4709-820e-b936ca218df6,Vällingby skola,,Vällingby folkskola
970,Visa/jakobs-realskola/28c531fc-1d17-48dd-979f-b991032856d9,,,Jakobs realskola
971,Visa/skarpnacks-skola/dda4c50e-d923-4fd4-b812-b9e08c3f2493,Skarpnäcks nya skola / (Skarpnäcks skolas grundsärskola),Kärrtorpsvägen 95,Skarpnäcks skola
972,Visa/angmanska-skolan/099a3bda-93b5-427d-b048-b9e0c73fd5c1,Ångmans elementarskola för gossar / Ångmans skola för gossar,"1904-1923 S:t Paulsgatan 25
1925-1929 Fredmansgatan 1A (nybyggt skolhus; 1925 anges Fredmansgatan 1)",Ångmanska skolan
973,Visa/maria-husmodersskola/130c1c2c-6725-4bea-9e1f-b9f4cca08f19,Södra Latins gymnasiums annex Maria husmodersskola,Ansgariegatan 2,Maria husmodersskola
974,Visa/hasselbygards-odro--1955-1991/a635d8d9-3fd5-4ab9-b274-ba725eca9179,,,Hässelbygårds öd/ro  1955-1991
975,Visa/kungsholms-forsamlings-skolor/f156cc2a-922e-4e4b-99b2-ba87a589934e,Kungsholms församlings folkskolor,,Kungsholms församlings skolor
976,Visa/kommunala-musikskolan/fe280f2d-d238-4a03-948d-babb5ee41d0a,Stockholms kommunala musikskola,,Kommunala musikskolan
977,Visa/framtidsgymnasiet-stockholm/97983d75-37a6-4080-8d0a-bb0a8f52d23d,Framtidsgymnasiet,"2010-2012  Lövholmsvägen 2
2012-2016  Förmansvägen 2
2016-2021  Lövholmsvägen 18",Framtidsgymnasiet Stockholm
978,Visa/allmanna-barnskolor/b7faa7d7-c899-45ed-9ce3-bb1730970419,,,Allmänna barnskolor
979,Visa/askebyskolan/d728accd-90df-42df-ad7a-bb480081fa52,,Askebykroken 22,Askebyskolan
980,Visa/statens-aftonskola-for-real--och-studentexamen/8a69351a-d2be-404c-a136-bb5cfc2160f1,,,Statens aftonskola för real- och studentexamen
981,Visa/ostermalms-lagre-allmanna-laroverk/35c9d802-2b7a-4c38-aeeb-bb628a9e47a5,Ladugårdslands lägre allmänna elementarläroverk / Ladugårdslands pedagogi / Ladugårdslands scholae / Ladugårdslands kyrkskola / Hedvig Eleonora kyrkskola / Hedvig Eleonora lägre apologistskola / Hedvig Eleonora lägre allmänna läroverk,se Historik mm !,Östermalms lägre allmänna läroverk
982,Visa/samverkansklasser/a3209eb8-09b4-4042-bbb2-bb7f73b4afa9,,,Samverkansklasser
983,Visa/resursskolor--skoldaghem/dab5cc56-cc8f-4ab1-af7b-bbc61c56883f,,,Resursskolor / Skoldaghem
984,Visa/stadsmissionens-gymnasiesarskola/a2d03751-58f2-45e0-abc6-bbd47b2bae94,Grillska,Lövholmsvägen 18,Stadsmissionens gymnasiesärskola
985,Visa/edicon---stockholms-it-gymnasium/00b803e9-836d-44a7-8993-bbfac6cf743a,EU IT-gymnasiet i Stockholm / EU IT,se Historik mm !,Edicon - Stockholms IT-gymnasium
986,Visa/herr-englunds-skola/34f9e7c2-9c7e-44e5-8205-bc085ea3fb05,,Ålandsgatan 17,Herr Englunds skola
987,Visa/kraftska-skolan/0ae70b78-a278-4221-bab4-bc0bb0ffa9d1,Kraftska skolinrättningen / Krafftiska friskolan för gossar / Kraftiska skolan,se Historik mm !,Kraftska skolan
988,Visa/frans-schartaus-handelsinstitut-1865-1952/1812154c-46d5-4faf-830b-bc233123cd78,,se Historik mm !,Frans Schartaus handelsinstitut 1865-1952
989,Visa/kulturama-gymnasium-odenplan/e3ed0bb8-4cd3-47eb-8d43-bc573ece8aa5,,Hagagatan 23A,Kulturama gymnasium Odenplan
990,Visa/klara-teoretiska-gymnasium-stockholm-norra/2fc1f9ae-c6fb-4b01-8c6c-bc606d5a27ec,Norra och södra gymnasiet i Stockholm; Klara Norra gymnasium; Klara Stockholm Norra; Klara teoretiska gymnasium Norra,Polhemsgatan 29,Klara teoretiska gymnasium Stockholm norra
991,Visa/eira-ro--1963-1972/4ae1c4ae-a373-4137-9206-bc77b44f31c8,,,Eira ro  1963-1972
992,Visa/stockholms-musikgymnasium/43406cbd-4595-4b80-9096-bc7e75f53b49,Musikgymnasiet / Stockholms musikgymnasium i Adolf Fredriks skola / Adolf Fredriks skola - Musikgymnasium och musikklassser,,Stockholms musikgymnasium
993,Visa/klara-nya-elementarskola/14f28ad0-e426-419e-9db6-bccd0a9a1e1d,Klara realskola,"Klarabergsgatan 37
1925 anges Brunkebregsgatan 9
1938 anges Hamngatan 36",Klara nya elementarskola
994,Visa/internationella-skolan-for-rattvisa-och-fred/e056da60-a206-43c7-843f-bce1754c68b8,,Storsätragränd 8,Internationella skolan för rättvisa och fred
